platform_id,platform,title,resource_id,parsed_media_id,stale_db_path,gpupc_full_path,nas_full_path,source_url,file_size_bytes,verified_on_disk
7600991783564135714,douyin,海后美娜秀盘点 一个女人怎么能…,277988327436451,277988279328834,2026-01/7600991783564135714_海后美娜秀盘点 一个女人怎么能….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328834/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328834/video.mp4,https://v.douyin.com/MfjSXBUfy54/,89563362,OK
7601107478378368433,douyin,把入侵物种清道夫和仙女棒放一起…,277988327432349,277988279328828,2026-02/7601107478378368433_把入侵物种清道夫和仙女棒放一起….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328828/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328828/video.mp4,https://v.douyin.com/3MSgXObn1cE/,30980500,OK
7601392367718944051,douyin,孩子有勇气教练有智慧真正的成长…,277988327436450,277988279328833,2026-02/7601392367718944051_孩子有勇气教练有智慧真正的成长….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328833/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328833/video.mp4,https://v.douyin.com/phDT1DljNlE/,11003366,OK
7601489034279456034,douyin,3名潜水员结伴前往中国最深的水…,277988327428246,277988279328821,2026-02/7601489034279456034_3名潜水员结伴前往中国最深的水….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328821/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328821/video.mp4,https://v.douyin.com/JdLsq5EG9tA/,71120338,OK
7601503805309515081,douyin,混血娃娃也太可爱了吧你最喜欢哪…,277988327432346,277988279328825,2026-02/7601503805309515081_混血娃娃也太可爱了吧你最喜欢哪….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328825/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328825/video.mp4,https://v.douyin.com/23oe_V6NprQ/,13097382,OK
7602218015175092223,douyin,永远会被陌生人的善意感动 如果…,277988327424146,277988279328817,2026-02/7602218015175092223_永远会被陌生人的善意感动 如果….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328817/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328817/video.mp4,https://v.douyin.com/M_ndPZzrBAo/,29062911,OK
7602895842399358259,douyin,黑暗荣耀第二集来袭文东恩的复仇…,277988327428245,277988279328820,2026-02/7602895842399358259_黑暗荣耀第二集来袭文东恩的复仇….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328820/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328820/video.mp4,https://v.douyin.com/4E2deLAlW2g/,72940948,OK
7602920755290033448,douyin,金高恩人气飙升 美娜秀惨遭吃瘪…,277988327436449,277988279328832,2026-02/7602920755290033448_金高恩人气飙升 美娜秀惨遭吃瘪….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328832/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328832/video.mp4,https://v.douyin.com/a2lJ2SjPwx0/,86559529,OK
7602939271742224805,douyin,欧亨利式结尾 搞笑 哈哈哈哈哈…,277988327436448,277988279328831,2026-02/7602939271742224805_欧亨利式结尾 搞笑 哈哈哈哈哈….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328831/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328831/video.mp4,https://v.douyin.com/nCSYCO1AjwY/,3982597,OK
7602972817226927781,douyin,Ai赋能物联网app UI设计…,277988327456955,277988279328859,2026-02/7602972817226927781_Ai赋能物联网app UI设计….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328859/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328859/video.mp4,https://v.douyin.com/Xr5Fo4Zl6Kk/,2488742,OK
7602994790058495899,douyin,英语这样读 邪修 英语启蒙 英…,277988327420046,277988279324717,2026-02/7602994790058495899_英语这样读 邪修 英语启蒙 英….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324717/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324717/video.mp4,https://v.douyin.com/pkjwd_cavvw/,4061225,OK
7603342165763454577,douyin,我看见你的心里空空 步履匆匆歌…,277988327448755,277988279328851,2026-02/7603342165763454577_我看见你的心里空空 步履匆匆歌….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328851/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328851/video.mp4,https://v.douyin.com/Tf1VAyAT1mg/,2525551,OK
7603634252761545466,douyin,第178个工具 OpenCla…,277988327424147,277988279328818,2026-02/7603634252761545466_第178个工具 OpenCla….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328818/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328818/video.mp4,https://v.douyin.com/SJvE-TKPszc/,1650311,OK
7604000753062463163,douyin,高烨灯明百鬼让道甘肃陇西社火 …,277988327399547,277988279324696,2026-02/7604000753062463163_高烨灯明百鬼让道甘肃陇西社火 ….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324696/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324696/video.mp4,https://v.douyin.com/kHqaD5agXLA/,2983108,OK
7604204379842825512,douyin,用100块赚200亿 香港最大…,277988327411844,277988279324706,2026-02/7604204379842825512_用100块赚200亿 香港最大….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324706/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324706/video.mp4,https://v.douyin.com/TWGFpntUhCw/,247321587,OK
7604567653499959450,douyin,(no title),277988327420045,277988279324716,2026-02/7604567653499959450_.mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324716/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324716/video.mp4,https://v.douyin.com/84j0l1HqR_k/,14343072,OK
7604767497966963983,douyin,最后女孩那句话 恍然大悟 幡然…,277988327415942,277988279324709,2026-02/7604767497966963983_最后女孩那句话 恍然大悟 幡然….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324709/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324709/video.mp4,https://v.douyin.com/k4KSkdhdSFw/,131274438,OK
7604901073890954547,douyin,狂笑者斯堪seedance2小…,277988327415944,277988279324711,2026-02/7604901073890954547_狂笑者斯堪seedance2小….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324711/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324711/video.mp4,https://v.douyin.com/Lo4mylxexpo/,17347769,OK
7605008048323319483,douyin,当你穿进老钱班春节篇侯绿萝 老…,277988327399546,277988279324695,2026-02/7605008048323319483_当你穿进老钱班春节篇侯绿萝 老….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324695/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324695/video.mp4,https://v.douyin.com/lvelzk8qf_Y/,60847320,OK
7605498404793339178,douyin,老胡竟然想让我第一条视频就擦边…,277988327403645,277988279324698,2026-02/7605498404793339178_老胡竟然想让我第一条视频就擦边….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324698/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324698/video.mp4,https://v.douyin.com/ZbheeJN88ck/,4358777,OK
7605576998170659215,douyin,我这个行程怎么还有人说短感觉像…,277988327407743,277988279324700,2026-02/7605576998170659215_我这个行程怎么还有人说短感觉像….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324700/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324700/video.mp4,https://v.douyin.com/2a2RpqmZXGs/,2104836,OK
7605636207065697542,douyin,你敢信这是 AI 画的齐天大圣…,277988327403644,277988279324697,2026-02/7605636207065697542_你敢信这是 AI 画的齐天大圣….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324697/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324697/video.mp4,https://v.douyin.com/b8FB5rzbN7I/,1477647,OK
